Ticker,Date,Price
BTC,4/3/22,45826.24
BTC,4/4/22,46420.08
BTC,4/5/22,46594.39
BTC,4/6/22,45523.25
BTC,4/7/22,43166.71
BTC,4/8/22,43444.71
BTC,4/9/22,42261.90
BTC,4/10/22,42766.46
BTC,4/11/22,42165.96
BTC,4/12/22,39535.88
BTC,4/13/22,40086.70
BTC,4/14/22,41147.15
BTC,4/15/22,39953.62
BTC,4/16/22,40554.60
BTC,4/17/22,40387.60
BTC,4/18/22,39681.11
BTC,4/19/22,40810.87
BTC,4/20/22,41501.56
BTC,4/21/22,41371.88
BTC,4/22/22,40483.38
BTC,4/23/22,39712.20
BTC,4/24/22,39459.63
BTC,4/25/22,39463.75
BTC,4/26/22,40440.90
BTC,4/27/22,38118.43
BTC,4/28/22,39251.02
BTC,4/29/22,39741.21
BTC,4/30/22,38592.27
BTC,5/1/22,37640.35
BTC,5/2/22,38469.49
BTC,5/3/22,38510.88
BTC,5/4/22,37651.38
BTC,5/5/22,39669.56
BTC,5/6/22,36537.22
BTC,5/7/22,35999.10
BTC,5/8/22,35458.00
BTC,5/9/22,34033.49
BTC,5/10/22,30078.27
BTC,5/11/22,31002.39
BTC,5/12/22,28977.75
BTC,5/13/22,28941.95
BTC,5/14/22,29234.73
BTC,5/15/22,30041.90
BTC,5/16/22,31293.31
BTC,5/17/22,29839.89
BTC,5/18/22,30412.10
BTC,5/19/22,28645.20
BTC,5/20/22,30274.59
BTC,5/21/22,29155.74
BTC,5/22/22,29407.40
BTC,5/23/22,30258.04
BTC,5/24/22,29079.31
BTC,5/25/22,29627.61
BTC,5/26/22,29503.48
